,Tweet,Class
2511,2250 tlye turkcell bahcelievlerde 32gb var sahibi arkadasim istersen ara beni alirsin,neutral
2512,"neboyla herşey güzelll,hayat güzel,neboyla bağlan hayata",neutral
2513,avea yada turkcell jet,neutral
2514,Çekim gücünde Turkcell'i geçmiş olan; OĞLAK,neutral
2515,sadece cihaz almak istersek fiyat nedir? Internet sitesinde goremedim?,neutral
2516,"ŞAİBE,ŞİKE,FENERBAHÇE #3kelimeyle2011",neutral
2517,iphone 4s turkcell de 16aralik taa2Soy1C,neutral
2518,"Numaranızı vermek istemezseniz ""Rumara""nızı verin :) Üstelik 30 Aralıka kadar Rumara'dan Rumarayı aramak ücretsiz!",neutral
2519,"Kimse mention atmadı, artık turkcell'de msj atmıyo zaten. Hiç bu kadar yalnız kalmamıştım....",neutral
2520,lan bekleseymişim keşke 5 gün daha 4s gelmiş turkcell e ! üzüldüm şu an.,neutral
2521,o zaman Turkcell çöpçatan mi oluyor:))),neutral
2522,sımdı ozelden msj atıcak ablacm turkcell sana bana oyle yaptı cunku :),neutral
2523,benm  turksel şelerm bitti :(,neutral
2524,turkcell olarak ogrencilere 1 gb internet 1 tl projesi sunsaydiniz belki 3G destegi bulunurdu.,neutral
2525,yoq 4 war şuan gereksiz 5 bekliyorumm,neutral
2526,Cantu'nun kocu turkcell reklamlarindaki Şahan'a baya benziyo,neutral
2527,#3kelimeyle2011 Gemicik altıncık amerikacik,neutral
2528,Turkcell değil ama... Melisa nın attıgı mesajı okudun mu yarıldım şuan ahahahah,neutral
2529,iPhone 4s 16gb Turkcell kontratsiz fiyati 2150 lira.Merak edenler icin.,neutral
2530,eger bunlar dogru ise acun sadece karamehmet ve dogan i degil turkiyede ne kadar turkcell kullanici varsa,neutral
2531,Cocuk Turkcell değil resmen ;) ama cok heveslenmistim,neutral
2532,"Sakarya'ya #Superonline fiberoptik dosuyor. Hersey daha hizli,daha pahali.",neutral
2533,"Sanki babamdan habersiz evlendim alt tarafı Turkcell'e geçtim. Kullandığı cümle şu ""artık kendi kontörünü kendin alırsın, ben yokum"" toğğbee",neutral
2534,Marketing Türkiye Haberler - BTK'dan Turkcell'e soruşturma:  via,neutral
2535,Keske hayat gerçekten paylaşınca güzel olsa!,neutral
2536,ile Anı yaşa..  ile Paylaş..  ?,neutral
2537,"Turkcell içi var, normalde bi kaç tl'm var. Sen mesaj at, konuşuruz. Olmadı ararım canım zor değil hanii :D",neutral
2538,superonline'dn arada geliyrr amaaa,neutral
2539,$aka yapiyosun cansum!Turkcell'de cali$ipta boyle bir olayi ya$aman trajikomik olmu$. Bende heray fturami odemeyi unuturum,neutral
2540,"Sen VODAFONE Gibi ""Ani Yaşarken"" Ben Seni TURKCELL Gibi Her Yerde Çekemem... AVEA Gibi ""OH BE"" Der Giderim..((;",neutral
2541,"gnctrkcll diye bisey vardi ya hani ondan yani, hem bugune dek bir tek sen apaci dedin bana birde aydin dogan dedikodu :D",neutral
2542,turkcell`in sinirsiz winn paketini var.,neutral
2543,Bugünlerde turkcel beni pek bi seviyor,neutral
2544,#2012tahminleri'nin yanında nostaljiye ne dersiniz? Türkiye'deki internet siteleri açıldıklarında nasıl görünüyorlardı?,neutral
2545,"Ben güvenli internet hizmetinden faydalanmak için superonline yetkililerini aradım,  onlar ise müracatı kurumunuz yapmalı",neutral
2546,TRAFIK yazıp 7777ye kısa mesaj göndererek uygulamayı cep telefonunuza indirebilirsiniz. Turkcell mi hattınız?,neutral
2547,"Büyük ihtimalle hattımda problem var, mesaj atmayı geçtim seni arayamıyorum bile haberin olsun. Yarın bi Turkcell'e gidicm yine.",neutral
2548,"Bu superonline, digiturk ve turkcell in kiyaklari beni bir gun oldurucek. Digiturk cum dogum gunu hediyem olarak Kore kanali ekle kendine :)",neutral
2549,"Sen ""Vodofone"" gibi anı yaşarken,Avealılar gibi her rahatladığında ohbeeeee dediğinde,Ben seni ""Türkcell"" gibi her yerde Ç-E-K-E-M-E-M....!",neutral
2550,Burak ozentisi biri yine telefonuma kendini turkcell diye kaydetmis konusuyoruz yani ama kim olduguni hala bilmiyorum :D,neutral
2551,"Azim, Sabır, Başarı...",neutral
2552,sen turkcell i kullanmıyo musun,neutral
2553,Bence O Turkcell Oraya Olmamış :),neutral
2554,bu turkcel kampanya yapınca millette bi telefon sapıklıgıdır gidiyo da analarıda o tarifelerlemi çalışıyo sabah 9 akşam 9 bedavamı acaba ?,neutral
2555,kameram bozuldu hafiza yerle bir oldu resim cekip gonderemiyorum lutfen bana bir cihaz hediye edin magduriyetimi arz ediyorum :),neutral
2556,kaç para olacak ki?,neutral
2557,trcell trcell merak etme ödemeli nasıl yapıoduk? ayıp ediyosun kardeşim ne demek insanlık öldümü :),neutral
2558,O turkcell ya ondan.,neutral
2559,cok yakında sizi Turkcell'de misafir edicez ins. Bekliyoruz.,neutral
2560,İste sihirli cumleler;Turkcell beni sesimden tanir ve aveada sifrem sesimde sakli,neutral
2561,Charlene Li:  ye deki  Bochun sözünü hatırlat önce insan insanımı kaybedeceğime malımı kaybederim.... diyen sözü,neutral
2562,Daha birbirinizdn haberinz yok turkcel mus.hizmeti.sizdn bilgi alip inanmickda bu millet kime inancak :d ama sakaya hala guluorm cok iyiydii,neutral
2563,Aman hayata bağlan...Sakın gitme.,neutral
2564,beyaz 64 var mi?,neutral
2565,"""Bu Kutuda Ne Var?"" tahmin etmeye hazır mısın? Çok yakında sana soracağız, belki de o hediyeyi kazanan sen olacaksın!:)",neutral
2566,dedim ve sonrasın da bu adamlar 155'ten aradılar ve korkulacak birşey olmadığını söylediler. hemen Turkcell'i arayıp bilgi aldık ve böyle&gt;&gt;&gt;,neutral
2567,Bu numara taşıma işinde turkcell çok zarar etti. Protokole imza attığına pişman olmuştur eminim :),neutral
2568,Off bızım evde babam vodefone annem avea ben turkcell evde kontor calıcak adam yok hepımız ayrı operotorluyuz :D,neutral
2569,yaklasik 1 milyon,neutral
2570,"Bu Turkcell'de çok terbiyesiz ha , heryerde çekiyor.",neutral
2571,turkcell,neutral
2572,1998 yılından beri Turkcell liyim artık kimlere araba ismarladim hesap edemicem :)),neutral
2573,"stres,huzur,pişmanlık",neutral
2574,Coca Cola ve Turkcell'den sonra mutluluk temasini kim kullanir acaba?,neutral
2575,Lovatic beyni : Hayat Paylaşınca Güzel La La Land &lt;3,neutral
2576,"Ses teknolojisi ile piyasaya sürülen ilk model olan HTC Sensation XL, Turkcell tarafından ülkemizde satışa sunuldu.",neutral
2577,Kahvalti ve sonra turkcell yollarina dusucem,neutral
2578,Saskinbakkal magazasi  TIM lere cok benzemis.,neutral
2579,süperonline veya uydunet bağlantıları ile,neutral
2580,"BTK, Turkcelle 11 kampanyadan ceza kesti",neutral
2581,İkitelli OSB ile ilgili herhangi bir çalışma başlattınız mı acaba? ne zaman geçebileceğiz superonline'a?,neutral
2582,ilk telefonumu 2000 seneside aldim.  Buyuk bir motorola,neutral
2583,bir komşuteyzemiz vr dedikodu sever bugün gündmde aldatılan kadınla geldi görüyormsn arzu dedi hayat paylasınca güzel lala lalala dedm.Oh :),neutral
2584,Türkcell yanımda degil :D salonda unuttm :/,neutral
2585,"Perşembeye kadar turkcell'e yükle, sonra şifre yolla bana.. bi işe yara bedavadan takip ediyoz..",neutral
2586,Vodafone ya da Turkcell'deki gibi mini mesaj paketleri yok mu Avea'da? 50 sms 3 tl gibi faturasızlar için... Ya da 15 TL'ye bal?,neutral
2587,Sertap erenlerin ablasida reklamci :))Turkcell tövbe hasa birşey ima etmiyorum:),neutral
2588,"4 çeker , Zehra da çok şeker. Bu mü laf sokma :(",neutral
2589,#3kelimeyle2011 ders ders ders :),neutral
2590,"turkcell canım o,emin olabilirsin bende de o numara kayıtlı müş. tems. :)",neutral
2591,Turkcell reklaminda oynayan sanatcilarla yolda karsilasirsam kulagindan tutup eve getirecegim,neutral
2592,"#yalnizimcunku  derslerimle aramda uzatmalı söz var..Arada bir de turkcell ile msajlaşıyorum... O kadar yani,doğru erkek falan palavra... :D",neutral
2593,ahh selocan neler var neler oralarda,neutral
2594,benim telefonumdan gokaya aticam diye baska bi numaraya mesaj atti turkcell gibi duruyodu ama hattini tasimis,neutral
2595,hayat paylasınca güzel lalallalaal :) öyle ufonun dibinde uzun eşek oynamıycaktı ismíní vermek istemedígim kísi,neutral
2596,bugün (seni turkcell reklamında şahan'ın kafasına taktığı ayşe özgün peruğu olarak yaratmayan) allah için ne yaptın?,neutral
2597,"""Gun boyunca 1 tlye konusun"" mesajini saat 10'da yollayan Turkcell'in mesajini yasamak istiyorum.",neutral
2598,Turkcell ile aynı fiyatta Vodafone bis fiyatı.,neutral
2599,kontratli telefonlari geri alip 4s veriyorsaniz hayir demem yani :),neutral
2600,Cola reklami cook turkcell kokmuyo mu?!,neutral
2601,Niye Twittere reklam verdi ki ?,neutral
2602,sus blogumuu a$k olsun turkcell 2011 blog odulleri kadin blogu ilk 10 finalistidir Nimo :))),neutral
2603,Daha üzücü bi mesaj atamazdin turkcell :(,neutral
2604,Turkcell de senden memnun mus bugun konustular bil yani!,neutral
2605,"biscolata reklamlarindaki adamı beğenmiyor, turkcell reklamında duygulanmiyorum. ben mi acayibim? yine bir pazartesi tv buhranı.",neutral
2606,şimdi türkcell'de nereye yağ çekeceğini iyi biliyor :),neutral
2607,hayat cimcoma koyunca güzel paylaşınca fln değil ahahaha:D,neutral
2608,siteye süperonline geliyormuş. Bilgin var mı? Artık müşteriler olarak çamura yatmanın vaktidir.,neutral
2609,Mağaza Müdürü: Akademi Iletisim A.S. - Tekirdağ - * Turkcell satış süreç ve araçlarını etkin bir şekilde kullanı...,neutral
2610,"burçine msj gelmesiyle hepimz gözgöze gelir ,msj açıldığında turkcell olduğunun görülmesi üzrine bakşlar annda bşka yöne çvrilr",neutral
2611,merkezdeki evde superonline kullanıyorum zaten. cCc 100mbps cCc,neutral
2612,coco cola reklamını nedense her çıkışında turkcell reklamı sanıyorum,neutral
2613,Orduspor Hector Cuper i takimin basina getirecekmis. Christian Vieri ve Hernan Crespo'yu da Turkcell Super Lig'den emekli ederiz artik.,neutral
2614,#Blog Rekabet için fiyat mı kalite mi?,neutral
2615,iphone 4S için Turkcell'de paket detaylarını açıkladı,neutral
2616,"Charlene Li: ""Kimse kurumsal kimlikle konuşmak istemez. Samimiyet ve şeffaflık sosyal medya iletişiminin anahtarıdır."" doğru söze",neutral
2617,faturalı hat sahiplerine bir şey yok mu?,neutral
2618,"CHIP İşte iPhone 4S fiyatları!: iPhone 4S Avea, Turkcell ve Vodafone ile Türkiye'de satışta... İşte tarifeler ve...",neutral
2619,"Bu kız skype'ına çalarken dinlet yapmış. Arayınca ""Şimdi Turkcell'le hayat, daha fazla hayaat"" çalıyo.",neutral
2620,tusunami deprem kriz,neutral
2621,Enigma T301TR Kriptolu Cep Telefonları Turkcell Avantajları İle C5 Stoklarında!,neutral
2622,turkcell mobil tv ne oluyor,neutral
2623,"""hayat paylaşınca güzel"" bence twitter'ın sloganı olmalı.Böylece malca reklamlardan başımız sevilmemiş* olur.",neutral
2624,2222'den gelen bilgilendirme mesajına ''Kaç para?'' yazarak cevaplayan babama turkcell girişimcilik ödülü vermeli bence.. O.o,neutral
2625,Bir Range Rover daha görürsem üstüne sıçacağım turkcell den mi aldınız lan vodafon mu verdi,neutral
2626,Çok tstlılar ve Matt'in şapkasının ponponu Turkcell reklamındaki ponpon gibi durmuş. :D Alien,neutral
2627,bizi etse etse turkcell memnun eder :D insafli davranmyrlar bize :D,neutral
2628,"SAHOL, TCELL, ISCTR, GARAN Hisse Önerileri: Gedik Yatırımın hazırlamış olduğu piyasa üzerinde etkili hisseler il...",neutral
2629,"pipeti ağzına erotik götüren kızlrdan 1inin bağlicaksn elini ayaını taksim meydannda, allah ne verdiyse paylaşıcaksn.hayat paylaşınca güzel.",neutral
2630,ya o telefonun şarjı bitik nerde olduğunu bile bilmiyorum önemliyse turkcell i kaydet whatsapp tan gönder,neutral
2631,"Charlene Li: ""Dünya o kadar hızlı değişiyor ki daima bir adım arkasında kalıyoruz. Artık kontrol sizde değil..."" #PazarlamaKonferansi",neutral
2632,ORÇO'YLA BAĞLAN HAYATA.,neutral
2633,hemde Cellim ağzıyla turkcell+cocacola &gt; vodafone+pepsi,neutral
2634,superonline kullanmadım ama ttnet kullandım sürekli kesiliyodu internett,neutral
2635,kes ya kess Turkcell size calisio,neutral
2636,"Radyo 91.6 çok başarılı... Özellikle Turkcell'le Trafikte programı. Yavuz Semerci, Açıl Sezen ve Kerimcan Kamal'a bravo...",neutral
2637,abi birde turkcell'le röportaj yapsan cok iyi olur. Abi yine Skytürk tv'de yaptigin radyocu programi yapsan olmaz mi?,neutral
2638,hahaha :) turkcell iletişim merkezlerinden bahsediyorum :) sadece samsung mu satılıyor :),neutral
2639,türkiyede cep telefon sebekelerden hangisi vodafonela calisiyor? türkcell mi telsimi? onu soruyom :),neutral
2640,turkcell'de her yöne bedava sms var mı,neutral
2641,#TURKCELL aboneleri 2011'de 85 Milyar SMS attı...,neutral
2642,"3 gün sonra sms paketim bitiyormuş,zaten turkcell mesaj atıp söylemese sms paketimin olduğunu unutmuştum yalnızım lan",neutral
2643,abi superonline ne kadar bi de avea paketiniz ne kadar?,neutral
2644,Mesaj geldi diye sevinirken Turkcell' den geldiğini görünce üzülmüyorum artık o da olmasa mesaj atan yok.,neutral
2645,uzucu siz fenevliler adina da naparsin iste cimbom 4 ceker :),neutral
2646,Ben sözlüğe girebiliyorum ttnette sorun var serkan panpa. ccc türksel vınn ccc,neutral
2647,O zaman turkcell lilerle konuşursun hıııhh . :),neutral
2648,noldu halledebildiniz mi ? avea veya turkcell olsaydı öğrenebilirdim.,neutral
2649,Bugün kendimi Turkcell operatörü gibi hissediyorum.,neutral
2650,hahahaaa .....turkcell'de'' hayat paylaşmadıkça da güzel ''ciler darbe yapmış olmasın?? :)) bu arada mutlu yıllar....,neutral
2651,Öğrendim ki konuşma paketi bitince 2222'ye joker yazıp mesaj atınca 5 liraya 60' konuşma kazaniyormussun. Turkcell de 25 lira kar demek bu.,neutral
2652,"Bu akşam Turkcell beni mesaj yağmuruna tuttu bu arada,o bile üzüldü halime o derece",neutral
2653,okey whatsapp varmi beybi sende numaran turkcell'de kaldi.,neutral
2654,"#sondakika Süleyman Elçin - Turkcell Kurumsal Hizmetler Genel Müdür Yardımcısı Selen Kocabaş, 2012 yılına müşter...",neutral
2655,Kaç yıldır çıkıyoruz turkcell bi sms paketi ısmarlamadın.,neutral
2656,"#Turkcell mağazalarındaki şarj ünitelerini müşterilerin kullanmaları kesinlikle yasakmış, bilen var mı ?",neutral
2657,00.00 da Turkcell mesaj attı. Beni sevdiğini biliyordum.,neutral
2658,"ben de nasiplensem ya ondan, hazır bgn yaptın madem. sıcaktır da onun kreması falan. hem bak ne diyolar: hayat paylaşınca güzel =)",neutral
2659,selocan hahahh =)),neutral
2660,!!!LÜTFEN RT!!! Twitter'de yepyeni bir uygulama başlıyor. AKBİL-ELBİL kart dağıtıyoruz. HEMEN ŞİMDİ BİZE KATILIN. TAKİPTE KALIN,neutral
2661,"Bugün hediye kazandınız,bu numarayı arayın mesajından 15dakika sonra Turkcell'den hediye kazandınız mesajlarını göz ardı ediniz mesajı geldi",neutral
2662,15 yıldır ilk kez telefonum kesildi. ayıp mı oldu acaba turkcell e,neutral
2663,bende hatta onu izlerkende sıkılıyorum dizinin karşısında uyuyorum sonlarını bilmiyorum genelde bu akşam gnctrkcll için kaldım,neutral
2664,turkcell e mi geçiyosuuuun?,neutral
2665,bugün turkcell mesaj atmadı istemeden kırdım mı acaba :(,neutral
2666,konyada superonline yok cınıms........,neutral
2667,"Demokrasi iktidar tramvayıdır, Ancak İktidarın kendisi havuzlu villa, 4 çeker cip, ballı börektir.",neutral
2668,en avantajlı iphone4s paketi : iPhone SüperStar Paket Şirket içi:5000dk Turkcell:5000dk Heryöne: 3000dk Heryöne:500SMSİnternet:1GB  174 tl,neutral
2669," 4 gb'lık internet paketi yetmiyor, 8 gb'lık paketlerle gel bana",neutral
2670,Mail ayarlarım bozuldu.  Yardım !,neutral
2671,Namazını Kıldınmı Canım. yayın turkcell değil imam hatip gençliği :),neutral
2672,"Iphone 4S bugun Turkcell shoplarda ama simdilik siyah sadece, ilgilenenlere duyurulur...",neutral
2673,"""hayat paylaşınca güzel"" derken;ugg'lı,taytlı,dudaklarınızı büzerek poz verdiğiniz,altında can yücelin şiiri olan fotoğrafları kastetmiyoruz",neutral
2674,Oha 4-0 mı :O Burak Hatrick'mi yaptı ? ordumuz yıkıldı mı ? Türkcell Süper Lig feth mi edildi ? ovv yanaaaay :D,neutral
2675,#benimutlueden 1 yeni mesaj.... tabi mesajı açana kadar... turkcell'den...:),neutral
2676,geçen yıl turkcell elçiler zirvesinde birlikteydik cokta keyifliydi.bu yılda varmısiniz??,neutral
2677,3 kelime yetmez size,neutral
2678,"İste efenim hiç dusunmuyoruz böle seyleri paylasmak gerek, Hayat paylasınca güzel :)",neutral
2679,Katil de hep aynı galiba değil mi? ;) Garanti ve Turkcell için öyleydi diye hatırlıyorum...,neutral
2680,turkcell dusunmeli :( uzuldm smdi size ya,neutral
2681,Bu arada kizlar kiskanin 00.00 da mesaj geldii : TURKCELL'den :D,neutral
2682,genc turkcel yeni bi kampanya baslatmis fbliler icin... Diyoki bi sktrgt :-),neutral
2683,Koton ve Mango'nun cekim gücünün yanında Turkcell avea ve vodafone halt yemiş.,neutral
2684,neee zo'n turkcell,neutral
2685,iPhone 4S 16 Aralık'ta Turkcell'de!,neutral
2686,#bukutudanevar 'da ilk soruya ait hediyeler sahiplerini buldu. Tebrikler.,neutral
2687,iPhone 6S ne zaman çıkacak ??,neutral
2688,Reklamlardaki renkler sirketleri ifade eder yakaladim avea reklamindaki oklar mavi turkcell kirmizi vodafone turuncuda avea dir,neutral
2689,turkcell olaydin sende sen avea ol diye maas veriyolar sanki :D,neutral
2690,"Ne demişler; ""Hayat, paylaşınca güzel."" tesekurler cemil bey",neutral
2691,Mobil ödeme kampanyası çekiliş sonuçları bana çıktı mı ? :) :) :),neutral
2692,bende turkcell e mesaj atmıştım zaten haftalar önce ama,neutral
2693,:-) burhanla bağlan hayata,neutral
2694,"bariscamur adresine mail at kardesim, detayli olarak anlatayim :)",neutral
2695,"Beyler, bayanlar bana genç Türksel şifresi verebilecek bir babayiğit veya anayiğit yok mu ?",neutral
2696,uzaylıyı getırdınde turkcell reklamını mı ızletıyosun sen?,neutral
2697,"""Yalnizlik Senfonisi""ni hic  dan dinlediniz mi? Turkcell Muzik Platformu'nda canli canli:)))",neutral
2698,kesinlikle. hayat paylaşınca güzel (:,neutral
2699,olur mu! Turkcell'e geçen sene mustafa filminden dolayı açmıştı ya unuttun mu?,neutral
2700,Sahnede Turkcell Bandosu ve CelloBand....,neutral
2701,"birine mesaj attıktan sonra cevabı beklerken, gelen mesajlardan biri de turkcell yerine o olsa keşke, nasıl mesut olurdum anlatamam",neutral
2702,"30TL yükledim diye dünya kadar mesaj gönderen Turkcell 100 TL yüklesem kapıma dayanacak, 200 TL yüklesem nikah kıyacak herhalde...",neutral
2703,bence superonline ile görüş sanki bu sabah bağlanıyorum falan tarzı bir şeyler yazıyordu buralarda... :),neutral
2704,#Turkcell #t20 kullanan kimler var ? 1 adım öne çıksanız ?,neutral
2705,"Serdar Erener ""Turkcell reklamında AKP'yi görenler Türkiye'yi kaçırıyor"" diyor bu hafta Ekonomist'in kendisiyle yaptığı söyleşide..",neutral
2706,#sondakika Turkcell Europe Türk iş yerleriyle tanınan Köln Weidengasse'daki esnafa Noel jesti yaptı.,neutral
2707,turkcell miyimm lan ben calarken dinletiyimm jajajajaj:),neutral
2708,#turkcell sayende 3 liraya film izliyoruz... Gecen ay odedigim faturaya sayarsin artik... ( Marmara Forum Cinebonus),neutral
2709,aaa pinini de paylasmiss ::)))gsfgjkshgf anneme soyledim turkcell bulursam hallederim dedi ama pek umutlu degilim...,neutral
2710,"O ses Turkcell, hayirlisi:)",neutral
2711,"Orada havalar nasıl Sertab? -Tecavüze uğradım hakan, ama hayat paylaşınca güzel",neutral
2712,"ve eski numarani bulamiyorsan git, vodafone , türkcell yada avea shopa hangisi ise, ordan numarani geri al kaybettim de. :))",neutral
2713,Kampanya Tanıtım: Shell'den Turkcelllilere 10 TL Yakıt Hediye !...,neutral
2714,Beyler sayfamız 100 olduktan snra bedava türkcell link atıcam,neutral
2715,Paylasinca cogalan... Bu sarki cok guzel turkcell kullaniyo bunu zaten mms kampanyasinda,neutral
2716,"Ofis bombos, bir tek kopuklu kahvem ve ben variz.. Calismaya devam :)   Turkcell Tepebaşı Plaza",neutral
2717,"#3kelimeyle2011 Başarı, mutluluk, sağlık",neutral
2718,Bu gece ki mesajımız neymiş ? Gece uzun ve hayat paylaşınca güzel!,neutral
2719,da 4 çeker ıyıkı varsın  #screenmuncher,neutral
2720,#3kelimeyle2011 EGEMEN-QUARESMA-FERNANDES,neutral
2721,"Charlene Li: ""Ne olursa olsun bir yerinden Sosyal Medya yönetimine başlamanız gerekiyor."" diye tavsiye etti. Turkcell #PazarlamaKonferansi",neutral
2722,tabi canımmm sırf faturalı olucam internet paketim olucak diye sattın sen turkcell'i adamsınn yaaa :D,neutral
2723,Bi kere de Turkcell yerine sen yaz be sasirt beni,neutral
2724,ve  reklamlarla acayip ayar vermiş :D cevaplar nasıl olacak gerçekten çok merak ediyorum :),neutral
2725,Şöyle söyleyeyim;  'in kucaklama anlayışıyla  'nin kucaklama anlayışı çok farklı.,neutral
2726,Sertap pop versiyonunu yapti zara&amp;kubat turku rock versiyonunu merakla bekliyorum kim yapar? Manga ? Hayko ?#turkcell hayat paylasimca guzel,neutral
2727,"Merhaba, Turkcell İletişim Merkezlerimizden mevcut stok durumuna göre cihazı temin edebilirsiniz. Teşekkür ederiz.",neutral
2728,"kimse gönderim yapamadı, ama birisi  en yakın tahmini nasılsa yaptı ve Audi A1 kazandı   Facebook gnctrkcll sayfasına bak anlıcan",neutral
2729,Serhat ile bağlan hayata,neutral
2730,#3kelimeyle2011 panpiş şacmalık Twitter,neutral
2731,"Okuldan 15.15'de çıkıyorum, çıkar çıkmaz Turkcell bayiine gidip kontör yükleteceğim, 16.00 gibi atarım mesaj işte :)",neutral
2732,"ne zamandır turkcell mesaj atmıyor,kesın baska bırı var.",neutral
2733,elif:kızım avea çok iyi ya 11.000 sms 11 tl. özge:turkcell de de 10.000 sms 1o tl ne oluyo? ahahahahahhaha salak hobbit yaa,neutral
2734,Abi senin bir defa Adanada ki ofisinde Dhmi olayı vardı bende tesadüf oradaydım hatta Turkcell de çalışıyordum o zaman,neutral
2735,Oyun Eğlence Bloglarından 2011 Turkcell Blog Ödülleri'nde halk oylaması sonucu finale kalan ilk 10 blog: (cont),neutral
2736,"""Sevgili bulunca arkadaşını satma olayının en büyüğü Turkcell'den, Vodafondan, Aveadan gelen operatör mesajlarını okumadan silmektir.""",neutral
2737,ben suan kandiriliyorum sanirsam:),neutral
2738,"Charlene Li: ""Sosyal medyada müşterilerinizle konuşurken şirket olduğunuzu unutun ve bir insanmışsınız gibi konuşun."" ama dozunda",neutral
2739,sen türksel değilmisin :O,neutral
2740,turkcell canmm,neutral
2741,"izlemedim maçı ya. turkcell süper lig futboldan soğuttu bu sene beni, maçlara bakmıyorum",neutral
2742,"Read my response to ""Turkcell Super Online(Fiber İnternet) kullanan var mı? Nasıl sizce?"":",neutral
2743,turkcell reklamlarinda temizlik iscisi bile ipone kullaniyor bilbort resmi cekiyor cari acik nasil oluyor iste !!,neutral
2744,"Bir kere mesaj at, vallahi Turkcell benden ödesin parasını... İlk önce numarami bilmen gerekiyor yalniz",neutral
2745,degerli trcell ne yılbaşında ne dogum günümde yoksun kopasım var senden adresimiz var bi hediye seni fakir mi eder,neutral
2746,Birde bunun yaninda son 30 gun icinde yurda giris yapilan pasaport fotokopisi lazim kalan kismi devletin isi turkcell in degil,neutral
2747,Kim diyor disardayim diye .Haala calisiyoruz =) ( Turkcell Maltepe Plus),neutral
2748,kesinlikle ! 7 ayri yere ugradim oluorm muzekkere gormk istemiorm.. desemde daa turkcell ve ITO bni beklio :(,neutral
2749,Beni arayanları meşgule atıp kendim aramaya o kadar alışmışım ki uyku sersemliğiyle Turkcell'i bile meşgule atıp kendim aradım.Yaptım bunu.,neutral
2750,benim sorduğunuz tahmin sorularına yaklaşamayışım ne olacak ya bu kadar kötü tahmin yapan başkası var mı acaba #bukutudanevar,neutral
2751,Bızım elektrk supurgesının cekım gucu yok ıyı ya yoksaaaaaa ! Bızım elektrk supurgemız turkcell mı kullanıyo ?,neutral
2752,"#osesturkiye, sosyal medya entegrasyonu için daha o kadar çok yol var ki gidilecek.... #Turkcell #Acun",neutral
2753,Maslow'un bulut piramidi. Harika ya cok tuttum #Turkcell,neutral
2754,Hayır Turkcell,neutral
2755,SENİ SEVDİMDE NE OLDU EFESLE TURKSEL ZENGİN OLDU,neutral
2756,"Bizim gözümüzden onbaşısın demiŞ selocan,  SEN  BİZİM GÖZÜMÜZDE  ne başı  OLDUĞUNUN FARKINDA MISIN  ACABA ?",neutral
2757,hat turkcell,neutral
2758,güldürdün :))  sen en seksi roman kahramını düşün ve hayata bağlan :D,neutral
2759,turkcell cihaz satışlarını yarın durduracakmış diyolar,neutral
2760,superonline ve ttnet #FENERBAHCE  cok dostluklar dogdu ordan,neutral
2761,ayrıca turkcell konusunu da halledeceğiz haftaiçi bakarız dedi :D,neutral
2762,sana rakı şişesinde balık olmayı da öğretecem! Sonra turkcell'in reklam pnolarndan canım ı çekip tanımadıklarımza atacaz :D,neutral
2763,#Turkcell ve #Avea faturasız hatlarınız ile mobil ödeme kanalıyla para yatırarak  üzerinden bahis yapabilirsiniz. #iddaa,neutral
2764,numaramı taşırken yetkiliye 'bu operatör asansörde 4 diş çeker mi' diye sordum.sadece bakıştık.önemli bişey yok yani. söyleyeyim dedim,neutral
2765,Ekin 4 ay sonra turkcell oldu seneyede bbm actirir artik :D,neutral
2766,"Sosyal Medya konulu doktora çalışmamız için,sosyal medyayı en iyi kullanan marka olarak anketimizi cevaplar mısınz?",neutral
2767,"bu program kacmaz...is yerinde,yolda,sporda...nerde olursan ol Turkcell Mobil Tv ile Saba Tumerle Bugun ve Seren izlenir...",neutral
2768,turkcell batmis :),neutral
2769,20 saat içinde cevap vermediğim halde tam olarak 15 mesaj atıyosan bana aşıksın turkcell inkar etme..,neutral
2770,hala hatti mi tasimadi..  mi hattimi vermiyo size anlamadim?,neutral
2771,Rumara olayını yapan var mı?,neutral
2772,Beni burdada buldu #turkcell,neutral
2773,"bugün sabahtan beri söylediğim tek şarkı var ""Bu sabahların bir anlamı olmalı""(vega)şimdide hayat paylaşınca güzel bu şarkı takıldı dilime:)",neutral
2774,ben superonline'a gecince yollarsin,neutral
2775,turkcell devamlı arıyor verelim diye..,neutral
2776,selocan sut icerken bana transformers gelin arabasi aldi.,neutral
2777,mevzu bahis bis olunca mecburen tcell,neutral
2778,"ama Pakistan, Jhal Magsi colunde cekmiyor Turkcell :)",neutral
2779,turkcell muzik.comda gordum de video tarzında bişi mi olucak yoksa siz canlı soyleyip mp3 tarzında mı yayınlicaklar ????,neutral
2780,Bna gelcektin hani selocan? MUCK yalan mi etti bzi yoksa :)),neutral
2781,kontör gönderirim (Türkcell). ingilizcen iyi ise benim siteyi ingilizce yapmaya yardım et bak buna yardım edersen yemek ısmarlarım:),neutral
2782,"""Bilişimde Yenilikler ve Kariyer 2011"" Turkcell,TAI,Eczacıbaşı,ATOM,Yenibiris,Mehmet Auf.K salonu 13-14 Aralık.Detaylar",neutral
2783,"Bugün turkcell mesaj atmadı, kesin başkası var. Aldatılıyorum.",neutral
